parent,CODE,LOT_ID,PRICE,ORDER_NO,QTY,VAT,DTLM,STATUS,ACCPRICE,CUST_ID
12_2017_Т\127978,141,-,11.34167000,1120000168586,1.000,20,20171218 19:50,2,0.00000000,112
12_2017_Т\127978,16037,-,8.75833000,1120000168586,1.000,20,20171218 19:50,2,0.00000000,112
12_2017_Т\127978,33474,-,12.05833000,1120000168586,1.000,20,20171218 19:50,2,0.00000000,112
12_2017_Т\127978,48,-,27.50833000,1120000168586,1.000,20,20171218 19:50,2,0.00000000,112
12_2017_Т\127979,35676,-,30.99167000,1120000168587,1.000,20,20171218 19:50,2,0.00000000,112
12_2017_Т\127980,35676,-,30.99167000,1120000168589,1.000,20,20171218 19:50,2,0.00000000,112
12_2017_Т\127981,141,-,11.34167000,1120000168592,2.000,20,20171218 19:50,2,0.00000000,112
12_2017_Т\127981,33474,-,12.05833000,1120000168592,3.000,20,20171218 19:50,2,0.00000000,112
